"vehicle_id","miles_used","color","engine_type","transmission_type","number_of_seats"
433969,,"Red","Gas/Electric I-4","CVT",5
804105,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
565474,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
898121,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
641861,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
492412,,"White","Gas/Electric I-4","CVT w/OD",5
733128,,"Navy Blue","Gas/Electric I-4","CVT",5
218455,,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
691488,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
121101,78762,"Black","Gas/Electric I-4","CVT",5
526228,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
836839,,"White","Gas (V6)","8-speed shiftable automatic",7
362412,21066,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
919722,,"Black","V6","10-speed automatic",8
362757,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
248209,,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
204000,,"Red","Gasoline (I-4)","CVT",5
116726,33074,"Black","V6","10-speed automatic",8
544425,,"Silver","V6","10-speed automatic",8
190102,,"Red","Electric (Battery-powered)","Automatic",5
194957,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
795267,,"Navy Blue","Gasoline (V6)","9-speed automatic",5
733539,79622,"Black","Gas (V6)","8-speed shiftable automatic",7
875658,,"Navy Blue","Gas","10-speed shiftable automatic",5
240740,,"Red","Gasoline (V6)","9-speed automatic",5
554241,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
548488,,"White","Gasoline (I-4)","CVT",5
212016,,"Grey","Turbocharged Gas I4","6-speed automatic",3
343841,,"White","Gas","6-speed shiftable automatic",5
808890,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
297857,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
827008,,"Red","V6","10-speed automatic",8
253546,,"Red","Gasoline (I-4)","CVT",5
936695,,"Grey","Turbocharged Gas I4","6-speed automatic",3
32355,77366,"Navy Blue","Gasoline (V6)","Xtronic CVT®",5
780257,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
730759,,"Red","V6","10-speed automatic",8
63925,,"Red","Gasoline (V6)","9-speed automatic",5
909314,,"Silver","Turbocharged Gas I4","6-speed automatic",3
439330,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
143451,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
320942,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
151653,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
507416,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
27271,,"Black","Gas","10-speed shiftable automatic",5
300598,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
652737,,"Navy Blue","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
633539,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
109322,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
29326,,"Navy Blue","Turbocharged Gas 3-Cyl","6-speed automatic",5
187560,19769,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
11854,,"Silver","Gas","10-speed shiftable automatic",5
555969,41613,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
408818,37466,"White","Gasoline (V6)","9-speed automatic",5
535183,,"Red","Gas","8-speed automatic",5
245080,,"Red","Gas","8-speed automatic",5
34019,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
924828,39763,"Navy Blue","Gasoline (I-4)","Continuously variable-speed automatic",5
723921,,"White","Gasoline (V6)","Xtronic CVT®",5
446342,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
963819,,"Grey","Gas","6-speed shiftable automatic",5
847859,,"Red","Turbocharged Gas I4","6-speed automatic",3
607987,,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
333595,,"White","Gas","8-speed automatic",5
166913,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
123445,,"Silver","Gas","8-speed automatic",5
572409,53617,"White","Gas/Electric I-4","CVT",5
836402,,"Silver","V6","10-speed automatic",8
932650,,"White","V6","10-speed automatic",8
305760,9337,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
87225,56577,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
496687,,"White","Gas","10-speed shiftable automatic",5
477044,,"Red","Gas","8-speed automatic",5
916334,,"Silver","Gas (V6)","8-speed shiftable automatic",7
613300,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
427363,63335,"Grey","Gas/Electric I-4","CVT",5
89320,,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
567437,,"White","V6","10-speed automatic",8
170652,,"Navy Blue","V6","10-speed automatic",8
389988,,"Green","Gasoline (V6)","Xtronic CVT®",5
600764,14825,"Navy Blue","Electric (Battery-powered)","Automatic",5
686730,,"Red","Gas (V6)","8-speed shiftable automatic",7
278183,,"White","Gas (V6)","9-speed automatic",5
782591,,"White","Gasoline (V6)","8-speed shiftable automatic",7
940941,14600,"Black","Gas (V6)","9-speed automatic",5
136542,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
118549,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
718091,,"White","Gasoline (V6)","8-speed shiftable automatic",7
864265,,"Black","Gas","10-speed shiftable automatic",5
871374,,"White","Gasoline (V6)","8-speed shiftable automatic",7
12701,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
574906,,"Silver","Gasoline (I-4)","CVT",5
235105,,"White","Gas/Electric I-4","CVT w/OD",5
412334,,"Black","Gas (V6)","9-speed automatic",5
336231,,"Red","Turbocharged Gas I4","8-speed automatic",5
997354,19718,"Black","Gas (V6)","8-speed shiftable automatic",7
980523,,"Red","Gas","6-speed shiftable automatic",5
466425,,"White","Gasoline (V6)","8-speed shiftable automatic",7
353795,,"Black","Gasoline (V6)","Xtronic CVT®",5
671252,,"Grey","Gas","10-speed shiftable automatic",5
443092,,"White","Gasoline (I-4)","CVT",5
77460,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
666024,,"Black","Gasoline (I-4)","CVT",5
558954,,"Red","Gasoline (V6)","Xtronic CVT®",5
161086,,"White","Gasoline (V6)","8-speed shiftable automatic",7
498660,68545,"Grey","Gas (V6)","8-speed shiftable automatic",7
130472,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
633506,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
115186,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
673024,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
422448,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
818933,,"Black","Turbocharged Gas I4","8-speed automatic",5
349066,,"Red","Gas/Electric I-4","CVT",5
901504,,"White","Gas (V6)","9-speed automatic",5
737791,42414,"Black","V6","10-speed automatic",8
85939,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
663308,8773,"Silver","Turbocharged Gas I4","8-speed automatic",5
800616,,"Silver","Gas (V6)","8-speed shiftable automatic",7
693529,,"Silver","Gas","6-speed shiftable automatic",5
259960,,"Black","Gas/Electric I-4","CVT w/OD",5
951757,,"Red","Turbocharged Gas I4","8-speed automatic",5
991987,,"White","Gas","10-speed shiftable automatic",5
274755,,"Red","Gasoline (V6)","Xtronic CVT®",5
984145,,"Black","Turbocharged Gas I4","6-speed automatic",3
556967,,"Red","Electric (Battery-powered)","Automatic",5
322597,,"Navy Blue","V6","10-speed automatic",8
854979,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
94662,,"White","Gas/Electric I-4","CVT w/OD",5
715840,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
889804,45348,"Grey","Gas/Electric I-4","CVT",5
473592,42525,"Silver","Gasoline (I-4)","CVT",5
837396,68439,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
137925,,"Grey","Electric (Battery-powered)","Automatic",5
915097,60192,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
547446,,"Black","Gas","10-speed shiftable automatic",5
994808,,"White","Gas","8-speed automatic",5
901162,,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
369970,,"Silver","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
854560,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
341380,,"White","Turbocharged Gas I4","6-speed automatic",3
333848,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
23319,,"White","Gas (V6)","8-speed shiftable automatic",7
676061,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
244851,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
614550,,"Black","Gasoline (V6)","9-speed automatic",5
383363,,"Black","Gasoline (I-4)","CVT",5
191328,,"White","Turbocharged Gas I4","6-speed automatic",3
453647,,"White","Gasoline (I-4)","CVT",5
463783,,"Red","V6","10-speed automatic",8
208671,,"White","Turbocharged Gas I4","6-speed automatic",3
911240,,"Grey","Gas (V6)","8-speed shiftable automatic",7
66367,,"Black","Gas/Electric I-4","CVT w/OD",5
413679,,"Green","Electric (Battery-powered)","Automatic",5
325898,,"Black","Gas/Electric I-4","CVT w/OD",5
737288,,"Red","Turbocharged Gas I4","8-speed automatic",5
431504,,"White","Turbocharged Gas I4","6-speed automatic",3
828102,,"Green","Gas/Electric I-4","CVT",5
434427,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
47984,,"Silver","Gasoline (I-4)","CVT",5
477722,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
245379,,"Grey","Gas/Electric I-4","CVT",5
219306,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
931662,,"Black","Gas","10-speed shiftable automatic",5
280590,70139,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
364355,,"Black","Gas (V6)","8-speed shiftable automatic",7
674668,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
864191,,"Black","Gas","10-speed shiftable automatic",5
910840,,"Black","Gas/Electric I-4","CVT w/OD",5
885440,,"Red","Gas (V6)","8-speed shiftable automatic",7
440277,,"Silver","Gas (V6)","8-speed shiftable automatic",7
299612,,"Red","Gasoline (V6)","Xtronic CVT®",5
919549,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
402610,,"Black","Gas (V6)","8-speed shiftable automatic",7
589902,,"Silver","Gas (V6)","9-speed automatic",5
487868,,"Grey","Gasoline (I-4)","Continuously variable-speed automatic",5
745031,,"Black","Electric (Battery-powered)","Automatic",5
308252,,"Red","Gas/Electric I-4","CVT",5
860422,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
791727,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
39211,,"Red","Gasoline (I-4)","CVT",5
220422,63270,"Green","Gasoline (V6)","9-speed automatic",5
843289,,"Silver","Gas (V6)","9-speed automatic",5
695141,,"Navy Blue","Gas","6-speed shiftable automatic",5
71360,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
969423,,"Black","Turbocharged Gas I4","8-speed automatic",5
960581,,"White","Gasoline (V6)","8-speed shiftable automatic",7
659848,,"Red","Turbocharged Gas I4","8-speed automatic",5
432063,,"Grey","V6","10-speed automatic",8
1028,,"Black","Turbocharged Gas I4","8-speed automatic",5
817741,45608,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
859335,,"Red","Gas/Electric I-4","CVT w/OD",5
137789,,"White","Gasoline (V6)","8-speed shiftable automatic",7
602117,,"Navy Blue","Gas","8-speed automatic",5
922057,,"Silver","Gas/Electric I-4","CVT",5
368079,,"Silver","Gas","6-speed shiftable automatic",5
707608,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
577087,,"White","Electric (Battery-powered)","Automatic",5
375455,36555,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
498867,,"Grey","V6","10-speed automatic",8
948664,,"Green","Gas/Electric I-4","CVT",5
166340,42272,"Red","Gasoline (I-4)","CVT",5
388212,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
779804,,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
162829,,"Grey","Gas/Electric I-4","CVT",5
764155,,"White","Electric (Battery-powered)","Automatic",5
415342,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
116884,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
476116,,"Black","Gas","10-speed shiftable automatic",5
182273,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
928292,,"Red","Gas (V6)","8-speed shiftable automatic",7
821342,,"Silver","Gas/Electric I-4","CVT",5
473815,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
343204,,"Black","Electric (Battery-powered)","Automatic",5
237972,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
508887,,"Black","Turbocharged Gas I4","6-speed automatic",3
961835,,"Red","Gas/Electric I-4","CVT",5
727168,45771,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
836026,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
408736,,"White","Gas/Electric I-4","CVT w/OD",5
291096,,"Black","Gas (V6)","8-speed shiftable automatic",7
563054,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
18276,,"White","Electric (Battery-powered)","Automatic",5
760005,,"Black","Gas","6-speed shiftable automatic",5
116982,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
173754,,"Grey","Gas/Electric I-4","CVT",5
413271,,"Black","Gas/Electric I-4","CVT",5
529795,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
335797,,"Silver","Gas/Electric I-4","CVT",5
970239,31604,"Black","Gasoline (I-4)","CVT",5
7970,,"Black","Gasoline (I-4)","CVT",5
680388,,"Black","Turbocharged Gas I4","8-speed automatic",5
690439,56091,"Grey","Turbocharged Gas I4","8-speed automatic",5
687492,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
333628,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
153000,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
240666,,"White","Gas","10-speed shiftable automatic",5
388688,,"Black","Gasoline (I-4)","CVT",5
458848,,"Black","Turbocharged Gas I4","6-speed automatic",3
928522,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
709128,,"Black","Gas/Electric I-4","CVT",5
257001,22717,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
560948,,"Silver","Gas (V6)","9-speed automatic",5
221148,,"Silver","V6","10-speed automatic",8
810332,70542,"White","Gas (V6)","8-speed shiftable automatic",7
576240,,"Red","Gas","8-speed automatic",5
220533,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
639146,22094,"Green","Turbocharged Gas 3-Cyl","6-speed automatic",5
715585,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
34511,,"Red","Gas (V6)","9-speed automatic",5
825374,48599,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
414061,,"Red","Gas","10-speed shiftable automatic",5
50796,,"Silver","Electric (Battery-powered)","Automatic",5
780701,,"Grey","Gas (V6)","8-speed shiftable automatic",7
944678,,"Red","V6","10-speed automatic",8
153405,10501,"White","Gasoline (V6)","8-speed shiftable automatic",7
199812,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
138383,,"Red","Gas","8-speed automatic",5
556246,,"Red","Gas","8-speed automatic",5
382959,,"Black","Gas","8-speed automatic",5
501785,,"Black","Gas","8-speed automatic",5
423679,,"White","Gas","8-speed automatic",5
376974,,"Black","Gas","8-speed automatic",5
754944,,"Grey","Gas","8-speed automatic",5
512615,,"Black","Gas","8-speed automatic",5
308047,,"White","Gas","8-speed automatic",5
787128,,"Navy Blue","Gas","8-speed automatic",5
639128,,"Red","Gas","8-speed automatic",5
86576,,"Red","Gas","8-speed automatic",5
235581,,"White","Gas","8-speed automatic",5
27169,,"Silver","Gas","8-speed automatic",5
186905,,"Black","Gas","8-speed automatic",5
468668,,"Red","Gas","8-speed automatic",5
243763,35910,"White","Gas","8-speed automatic",5
63622,,"Grey","Gas","8-speed automatic",5
890212,,"Grey","Gas","8-speed automatic",5
621548,,"White","Gas","8-speed automatic",5
174290,,"Navy Blue","Gas","8-speed automatic",5
402025,,"Silver","Gas","8-speed automatic",5
578727,,"Grey","Gas","8-speed automatic",5
385709,,"Black","Gas","8-speed automatic",5
343497,47895,"Grey","Gas","8-speed automatic",5
717500,,"Black","Gas","8-speed automatic",5
87378,,"Silver","Gas","8-speed automatic",5
336223,,"White","Gas","8-speed automatic",5
210309,,"Red","Gas","8-speed automatic",5
536295,,"Red","Gas","8-speed automatic",5
264560,,"Silver","Gas","8-speed automatic",5
770311,,"Red","Gas","8-speed automatic",5
481382,,"Silver","Gas","8-speed automatic",5
305322,,"White","Gas","8-speed automatic",5
782523,68158,"White","Gas","8-speed automatic",5
527892,,"White","Gas","8-speed automatic",5
607396,,"Navy Blue","Gas","8-speed automatic",5
385722,49774,"Silver","Gas","8-speed automatic",5
153434,,"White","Gas","8-speed automatic",5
431250,,"Grey","Gas","8-speed automatic",5
460592,32616,"Silver","Gas","8-speed automatic",5
797337,,"White","Gas","8-speed automatic",5
777378,,"Black","Gas","8-speed automatic",5
763106,,"White","Gas","8-speed automatic",5
133504,,"Navy Blue","Gas","8-speed automatic",5
870049,,"Red","Gas","8-speed automatic",5
909254,,"White","Gas","8-speed automatic",5
183366,59575,"Green","Gas","8-speed automatic",5
9848,,"Black","Gas","8-speed automatic",5
86836,,"White","Gas","8-speed automatic",5
286634,69149,"White","Gas","8-speed automatic",5
59281,,"Black","Gas","8-speed automatic",5
47849,,"Black","Gas","8-speed automatic",5
8978,45509,"White","Gas","8-speed automatic",5
351279,,"Red","Gas","8-speed automatic",5
317341,,"White","Gas","8-speed automatic",5
415408,,"Red","Gas","8-speed automatic",5
425245,,"Silver","Gas","8-speed automatic",5
647947,45035,"White","Gas","8-speed automatic",5
422278,,"Grey","Gas","8-speed automatic",5
113742,43045,"White","Gas","8-speed automatic",5
951252,,"Silver","Gas","8-speed automatic",5
635755,,"Black","Gas","8-speed automatic",5
518183,,"Green","Gas","8-speed automatic",5
153341,67795,"Red","Gas","8-speed automatic",5
93512,,"Grey","Gas","8-speed automatic",5
933442,,"White","Gas","8-speed automatic",5
9121,,"Silver","Gas","8-speed automatic",5
685721,,"White","Gas","8-speed automatic",5
23511,,"Grey","Gas","8-speed automatic",5
220006,,"Black","Gas","8-speed automatic",5
739413,,"Navy Blue","Gas","8-speed automatic",5
837366,27748,"Navy Blue","Gas","8-speed automatic",5
893395,,"Grey","Gas","8-speed automatic",5
472991,,"White","Gas","8-speed automatic",5
701842,,"Navy Blue","Gas","8-speed automatic",5
728418,,"Red","Gas","8-speed automatic",5
928984,,"White","Gas","8-speed automatic",5
874544,,"White","Gas","8-speed automatic",5
366444,43725,"Red","Gas","8-speed automatic",5
704332,,"Red","Gas","8-speed automatic",5
6142,55630,"Red","Gas","8-speed automatic",5
592894,,"Grey","Gas","8-speed automatic",5
178444,,"Red","Gas","8-speed automatic",5
719597,,"Red","Gas","8-speed automatic",5
384228,,"Grey","Gas","8-speed automatic",5
814791,75547,"White","Gas","8-speed automatic",5
233089,,"Silver","Gas","8-speed automatic",5
466150,,"White","Gas","8-speed automatic",5
857684,,"Grey","Gas","8-speed automatic",5
487727,,"Red","Gas","8-speed automatic",5
847631,,"Grey","Gas","8-speed automatic",5
63992,,"White","Gas","8-speed automatic",5
492408,,"Black","Gas","8-speed automatic",5
279364,47759,"Grey","Gas","8-speed automatic",5
103537,,"Navy Blue","Gas","8-speed automatic",5
741487,,"Red","Gas","8-speed automatic",5
78303,,"Black","Gas","8-speed automatic",5
627010,26880,"Red","Gas","8-speed automatic",5
958704,69542,"White","Gas","8-speed automatic",5
935121,,"Grey","Gas","8-speed automatic",5
125319,,"White","Gas","8-speed automatic",5
936468,,"Navy Blue","Gas","8-speed automatic",5
309488,,"Red","Gas","8-speed automatic",5
105985,,"Navy Blue","Gas","8-speed automatic",5
291862,,"Black","Gas","8-speed automatic",5
799691,,"Silver","Gas","8-speed automatic",5
506454,,"Navy Blue","Gas","8-speed automatic",5
920615,,"Black","Gas","8-speed automatic",5
809380,,"White","Gas","8-speed automatic",5
581813,,"Black","Gas","8-speed automatic",5
748073,,"Black","Gas","8-speed automatic",5
796364,,"Navy Blue","Gas","8-speed automatic",5
93987,64595,"Green","Gas","8-speed automatic",5
849905,60822,"Navy Blue","Gas","8-speed automatic",5
679204,54023,"Navy Blue","Gas","8-speed automatic",5
206547,,"Grey","Gas","8-speed automatic",5
108665,,"White","Gas","8-speed automatic",5
843306,,"White","Gas","8-speed automatic",5
875874,,"White","Gas","8-speed automatic",5
146534,,"Green","Gas","8-speed automatic",5
339655,,"White","Gas","8-speed automatic",5
518182,,"Black","Gas","8-speed automatic",5
120996,,"White","Gas","8-speed automatic",5
84835,,"White","Gas","8-speed automatic",5
37943,,"Black","Gas","8-speed automatic",5
94573,,"Black","Gas","8-speed automatic",5
931955,,"Black","Gas","8-speed automatic",5
368385,,"Red","Gas","8-speed automatic",5
679090,,"Navy Blue","Gas","8-speed automatic",5
598668,,"White","Gas","8-speed automatic",5
826087,,"Grey","Gas","8-speed automatic",5
159720,,"Red","Gas","8-speed automatic",5
311666,,"Black","Gas","8-speed automatic",5
535500,,"Red","Gas","8-speed automatic",5
987926,,"White","Gas","8-speed automatic",5
692407,,"White","Gas","8-speed automatic",5
545082,53092,"White","Gas","8-speed automatic",5
528247,,"White","Gas","8-speed automatic",5
446336,,"Black","Gas","8-speed automatic",5
571486,58673,"Black","Gas","8-speed automatic",5
413882,,"Grey","Gas","8-speed automatic",5
900632,,"White","Gas","8-speed automatic",5
478151,,"Black","Gas","8-speed automatic",5
120969,,"Black","Gas","8-speed automatic",5
207862,,"Black","Gas","8-speed automatic",5
788552,,"White","Gas","8-speed automatic",5
383767,,"Grey","Gas","8-speed automatic",5
359437,67776,"Red","Gas","8-speed automatic",5
270878,,"Black","Gas","8-speed automatic",5
721221,,"Silver","Gas","8-speed automatic",5
683916,,"Black","Gas","8-speed automatic",5
20802,,"White","Gas","8-speed automatic",5
531547,,"White","Gas","8-speed automatic",5
228240,,"Red","Gas","8-speed automatic",5
594231,,"Red","Gas","8-speed automatic",5
825088,,"White","Gas","8-speed automatic",5
760338,29488,"Black","Gas","8-speed automatic",5
505357,,"White","Gas","8-speed automatic",5
517782,77470,"Green","Gas","8-speed automatic",5
797860,10431,"White","Gas","8-speed automatic",5
443902,59517,"Black","Gas","8-speed automatic",5
531277,,"Red","Gas","8-speed automatic",5
409625,30634,"Silver","Gas","8-speed automatic",5
150615,50138,"Navy Blue","Gas","8-speed automatic",5
612942,,"White","Gas","8-speed automatic",5
240645,75836,"Silver","Gas","8-speed automatic",5
580326,,"Black","Gas","8-speed automatic",5
338521,,"Black","Gas","8-speed automatic",5
193267,,"Black","Gas","8-speed automatic",5
725450,,"Silver","Gas","8-speed automatic",5
22301,,"Silver","Gas","8-speed automatic",5
104164,,"White","Gas","8-speed automatic",5
683914,,"Grey","Gas","8-speed automatic",5
802233,44799,"Grey","Gas","8-speed automatic",5
526408,16406,"White","Gas","8-speed automatic",5
965678,,"Grey","Gas","8-speed automatic",5
531716,39539,"White","Gas","8-speed automatic",5
783434,,"White","Gas","8-speed automatic",5
731026,,"Black","Gas","8-speed automatic",5
395226,,"Silver","Gas","8-speed automatic",5
562369,,"Red","Gas","8-speed automatic",5
102570,,"Red","Gas","8-speed automatic",5
379880,,"Navy Blue","Gas","8-speed automatic",5
181461,,"Red","Gas","8-speed automatic",5
798319,,"White","Gas","8-speed automatic",5
625967,,"Black","Gas","8-speed automatic",5
106370,59192,"Black","Gas","8-speed automatic",5
769817,,"Navy Blue","Gas","8-speed automatic",5
617997,,"Grey","Gas","8-speed automatic",5
948540,18490,"Red","Gas","8-speed automatic",5
805626,,"Grey","Gas","8-speed automatic",5
50244,6541,"White","Gas","8-speed automatic",5
642812,,"Black","Gas","8-speed automatic",5
609520,,"White","Gas","8-speed automatic",5
859156,,"Red","Gas","8-speed automatic",5
697233,,"Silver","Gas","8-speed automatic",5
846192,,"Red","Gas","8-speed automatic",5
127332,,"White","Gas","8-speed automatic",5
91275,,"Grey","Gas","8-speed automatic",5
1560,,"Silver","Gas","8-speed automatic",5
147784,,"Red","Gas","8-speed automatic",5
772654,,"White","Gas","8-speed automatic",5
316002,,"Black","Gas","8-speed automatic",5
2174,,"Navy Blue","Gas","8-speed automatic",5
676761,,"White","Gas","8-speed automatic",5
128731,,"Red","Gas","8-speed automatic",5
644393,,"Navy Blue","Gas","8-speed automatic",5
804794,,"White","Gas","8-speed automatic",5
941104,30609,"Green","Gas","8-speed automatic",5
577297,,"Grey","Gas","8-speed automatic",5
494696,,"White","Gas","8-speed automatic",5
786785,,"Silver","Gas","8-speed automatic",5
982447,6399,"Black","Gas","8-speed automatic",5
398116,,"Grey","Gas","8-speed automatic",5
902321,,"Black","Gas","8-speed automatic",5
983287,,"White","Gas","8-speed automatic",5
327444,10767,"White","Gas","8-speed automatic",5
907766,,"Grey","Gas","8-speed automatic",5
832669,,"Black","Gas","8-speed automatic",5
693339,,"Grey","Gas","8-speed automatic",5
464423,,"White","Gas","8-speed automatic",5
639553,,"Silver","Gas","8-speed automatic",5
699126,,"White","Gas","8-speed automatic",5
308922,20820,"Black","Gas","8-speed automatic",5
866947,,"Grey","Gas","8-speed automatic",5
136859,,"Navy Blue","Gas","8-speed automatic",5
996432,9347,"Black","Gas","8-speed automatic",5
850272,,"Navy Blue","Gas","8-speed automatic",5
378171,,"Black","Gas","8-speed automatic",5
533840,,"White","Gas","8-speed automatic",5
797627,,"Black","Gas","8-speed automatic",5
706533,,"White","Gas","8-speed automatic",5
102925,47933,"Red","Gas","8-speed automatic",5
825462,,"Navy Blue","Gas","8-speed automatic",5
360768,45768,"Navy Blue","Gas","8-speed automatic",5
75813,,"Silver","Gas","8-speed automatic",5
651124,38523,"Red","Gas","8-speed automatic",5
333778,10985,"Red","Gas","8-speed automatic",5
404774,,"White","Gas","8-speed automatic",5
988424,,"Red","Gas","8-speed automatic",5
872417,,"White","Gas","8-speed automatic",5
29880,,"Grey","Gas","8-speed automatic",5
743902,,"White","Gas","8-speed automatic",5
837605,42603,"Green","Gas","8-speed automatic",5
309226,63241,"Black","Gas","8-speed automatic",5
83195,,"White","Gas","8-speed automatic",5
259480,,"Grey","Gas","8-speed automatic",5
785480,,"White","Gas","8-speed automatic",5
91751,,"Navy Blue","Gas","8-speed automatic",5
468700,,"White","Gas","8-speed automatic",5
369013,,"Black","Gas","8-speed automatic",5
100768,,"White","Gas","8-speed automatic",5
269989,13532,"Grey","Gas","8-speed automatic",5
666033,,"Black","Gas","8-speed automatic",5
544790,,"Silver","Gas","8-speed automatic",5
220885,,"Grey","Gas","8-speed automatic",5
947315,,"Red","Gas","8-speed automatic",5
229272,,"Silver","Gas","8-speed automatic",5
629613,44280,"White","Gas","8-speed automatic",5
346144,,"Red","Gas","8-speed automatic",5
522829,,"Red","Gas","8-speed automatic",5
